Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
"3","'008","Albania","6524","Charcoal","5852","Energy production","TJ",,,,,,,,,,,,,,,,,,,,,,,,,,,"206.000000","88.000000","44.000000","59.000000","103.000000","133.000000","148.000000"
"3","'008","Albania","6525","Fuelwood","5851","Energy consumption","TJ","14214.000000","14214.000000","14209.000000","4915.000000","3156.000000","3156.000000","3156.000000","3165.000000","116.000000","1589.000000","2960.000000","1698.000000","10715.000000","8285.000000","9756.000000","9628.000000","9628.000000","8998.000000","8998.000000","8914.000000","8579.000000","8705.000000","8642.000000","8433.000000","8161.000000","8555.000000","7343.000000","6600.000000","6463.000000","6369.000000","6386.000000","5785.000000","5836.000000"
"3","'008","Albania","6525","Fuelwood","5852","Energy production","TJ","14214.000000","14214.000000","14214.000000","4915.000000","3156.000000","3156.000000","3156.000000","3156.000000","116.000000","1589.000000","2960.000000","1705.000000","10715.000000","8285.000000","9756.000000","9628.000000","9628.000000","8998.000000","8998.000000","8788.000000","8578.000000","8706.000000","8642.000000","8433.000000","8161.000000","8960.000000","7787.000000","6959.000000","6710.000000","6627.000000","6420.000000","6006.000000","6089.000000"
"3","'008","Albania","6527","Total Bioenergy","5851","Energy consumption","TJ","14214.000000","14214.000000","14209.000000","4915.000000","3156.000000","3156.000000","3156.000000","3165.000000","116.000000","1589.000000","2960.000000","1698.000000","10715.000000","8285.000000","9756.000000","9628.000000","9628.000000","8998.000000","8998.000000","9092.000000","8935.000000","9239.000000","9353.000000","9322.000000","9228.000000","9806.000000","10935.000000","9982.000000","11137.000000","11241.000000","10537.000000","10334.000000","10032.000000"
"3","'008","Albania","6527","Total Bioenergy","5852","Energy production","TJ","14214.000000","14214.000000","14214.000000","4915.000000","3156.000000","3156.000000","3156.000000","3156.000000","116.000000","1589.000000","2960.000000","1705.000000","10715.000000","8285.000000","9756.000000","9628.000000","9628.000000","8998.000000","8998.000000","8788.000000","8578.000000","8706.000000","8642.000000","8433.000000","8161.000000","8960.000000","7787.000000","6959.000000","6710.000000","6627.000000","6420.000000","6006.000000","6089.000000"
"3","'008","Albania","6529","Solid biofuels","5851","Energy consumption","TJ","14214.000000","14214.000000","14209.000000","4915.000000","3156.000000","3156.000000","3156.000000","3165.000000","116.000000","1589.000000","2960.000000","1698.000000","10715.000000","8285.000000","9756.000000","9628.000000","9628.000000","8998.000000","8998.000000","8914.000000","8579.000000","8705.000000","8642.000000","8433.000000","8161.000000","8555.000000","7549.000000","6748.000000","6537.000000","6457.000000","6489.000000","5918.000000","5984.000000"
"3","'008","Albania","6529","Solid biofuels","5852","Energy production","TJ","14214.000000","14214.000000","14214.000000","4915.000000","3156.000000","3156.000000","3156.000000","3156.000000","116.000000","1589.000000","2960.000000","1705.000000","10715.000000","8285.000000","9756.000000","9628.000000","9628.000000","8998.000000","8998.000000","8788.000000","8578.000000","8706.000000","8642.000000","8433.000000","8161.000000","8960.000000","7787.000000","6959.000000","6710.000000","6627.000000","6420.000000","6006.000000","6089.000000"
"3","'008","Albania","6528","Liquid biofuels","5851","Energy consumption","TJ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","178.000000","356.000000","534.000000","711.000000","889.000000","1067.000000","1251.000000","3386.000000","3234.000000","4600.000000","4784.000000","4048.000000","4416.000000","4048.000000"
"4","'012","Algeria","6525","Fuelwood","5851","Energy consumption","TJ","440.000000","850.000000","938.000000","1583.000000","1583.000000","1583.000000","1583.000000","2110.000000","2242.000000","2242.000000","2242.000000","2242.000000","3019.000000","2462.000000","2462.000000","2989.000000","2699.000000","2989.000000","1949.000000","2246.000000","2169.000000","674.000000","652.000000","918.000000","251.000000","283.000000","283.000000","484.000000","1032.000000","521.000000","493.000000","121.000000","115.000000"
"4","'012","Algeria","6525","Fuelwood","5852","Energy production","TJ","440.000000","850.000000","938.000000","1583.000000","1583.000000","1583.000000","1583.000000","2110.000000","2242.000000","2242.000000","2242.000000","2242.000000","3019.000000","2462.000000","2462.000000","2989.000000","2699.000000","2989.000000","1949.000000","2246.000000","2169.000000","674.000000","652.000000","918.000000","251.000000","292.000000","283.000000","484.000000","1032.000000","484.000000","475.000000","119.000000","114.000000"
"4","'012","Algeria","6527","Total Bioenergy","5851","Energy consumption","TJ","440.000000","850.000000","938.000000","1583.000000","1583.000000","1583.000000","1583.000000","2110.000000","2242.000000","2242.000000","2242.000000","2242.000000","3019.000000","2462.000000","2462.000000","2989.000000","2699.000000","2989.000000","1949.000000","2246.000000","2169.000000","674.000000","652.000000","918.000000","251.000000","283.000000","283.000000","484.000000","1032.000000","521.000000","493.000000","121.000000","115.000000"
"4","'012","Algeria","6527","Total Bioenergy","5852","Energy production","TJ","440.000000","850.000000","938.000000","1583.000000","1583.000000","1583.000000","1583.000000","2110.000000","2242.000000","2242.000000","2242.000000","2242.000000","3019.000000","2462.000000","2462.000000","2989.000000","2699.000000","2989.000000","1949.000000","2246.000000","2169.000000","674.000000","652.000000","918.000000","251.000000","292.000000","283.000000","484.000000","1032.000000","484.000000","475.000000","119.000000","114.000000"
"4","'012","Algeria","6529","Solid biofuels","5851","Energy consumption","TJ","440.000000","850.000000","938.000000","1583.000000","1583.000000","1583.000000","1583.000000","2110.000000","2242.000000","2242.000000","2242.000000","2242.000000","3019.000000","2462.000000","2462.000000","2989.000000","2699.000000","2989.000000","1949.000000","2246.000000","2169.000000","674.000000","652.000000","918.000000","251.000000","283.000000","283.000000","484.000000","1032.000000","521.000000","493.000000","121.000000","115.000000"
"4","'012","Algeria","6529","Solid biofuels","5852","Energy production","TJ","440.000000","850.000000","938.000000","1583.000000","1583.000000","1583.000000","1583.000000","2110.000000","2242.000000","2242.000000","2242.000000","2242.000000","3019.000000","2462.000000","2462.000000","2989.000000","2699.000000","2989.000000","1949.000000","2246.000000","2169.000000","674.000000","652.000000","918.000000","251.000000","292.000000","283.000000","484.000000","1032.000000","484.000000","475.000000","119.000000","114.000000"
"6","'020","Andorra","6524","Charcoal","5851","Energy consumption","TJ","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","7.000000","5.000000","5.000000","5.000000"
"6","'020","Andorra","6525","Fuelwood","5851","Energy consumption","TJ","18.000000","18.000000","21.000000","16.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","22.000000","28.000000","31.000000","31.000000","31.000000","31.000000","31.000000"
"6","'020","Andorra","6527","Total Bioenergy","5851","Energy consumption","TJ","19.000000","19.000000","22.000000","17.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","29.000000","32.000000","38.000000","36.000000","36.000000","36.000000"
"6","'020","Andorra","6529","Solid biofuels","5851","Energy consumption","TJ","19.000000","19.000000","22.000000","17.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","23.000000","29.000000","32.000000","38.000000","36.000000","36.000000","36.000000"
"7","'024","Angola","170","Bagasse","5851","Energy consumption","TJ","584.000000","724.000000","584.000000","476.000000","519.000000","714.000000","627.000000","670.000000","735.000000","735.000000","757.000000","778.000000","778.000000","778.000000","746.000000","746.000000","973.000000","1081.000000","1124.000000","1081.000000","1081.000000","1103.000000","1124.000000","1103.000000","629.000000","445.000000","650.000000","707.000000","803.000000","804.000000","811.000000","811.000000","811.000000"
"7","'024","Angola","170","Bagasse","5852","Energy production","TJ","584.000000","724.000000","584.000000","476.000000","519.000000","714.000000","627.000000","670.000000","735.000000","735.000000","757.000000","778.000000","778.000000","778.000000","746.000000","746.000000","973.000000","1081.000000","1124.000000","1081.000000","1081.000000","1103.000000","1124.000000","1103.000000","1061.000000","947.000000","1113.000000","1248.000000","1382.000000","1422.000000","1429.000000","1429.000000","1429.000000"
"7","'024","Angola","6524","Charcoal","5851","Energy consumption","TJ","19440.000000","19883.000000","20355.000000","20827.000000","21063.000000","21564.000000","22361.000000","23010.000000","23718.000000","24396.000000","25104.000000","25842.000000","26580.000000","27376.000000","27110.000000","27376.000000","27878.000000","28379.000000","28880.000000","29382.000000","29884.000000","30385.000000","30886.000000","31388.000000","31890.000000","32362.000000","32834.000000","33276.000000","33778.000000","34214.000000","34662.000000","35840.000000","35990.000000"
"7","'024","Angola","6524","Charcoal","5852","Energy production","TJ","19440.000000","19883.000000","20355.000000","20827.000000","21063.000000","21564.000000","22361.000000","23010.000000","23718.000000","24396.000000","25104.000000","25842.000000","26580.000000","27376.000000","27110.000000","27376.000000","27878.000000","28379.000000","28880.000000","29382.000000","29884.000000","30385.000000","30886.000000","31388.000000","31890.000000","32362.000000","32834.000000","33276.000000","33778.000000","34214.000000","34662.000000","35840.000000","35990.000000"
"7","'024","Angola","6525","Fuelwood","5851","Energy consumption","TJ","42046.000000","43026.000000","44029.000000","45053.000000","46000.000000","46449.000000","46787.000000","47046.000000","47270.000000","47524.000000","47847.000000","48250.000000","48708.000000","49199.000000","49689.000000","50161.000000","51079.000000","52002.000000","52927.000000","53860.000000","54797.000000","55737.000000","56674.000000","57598.000000","58496.000000","59374.000000","60226.000000","61125.000000","61946.000000","62758.000000","63561.000000","58771.000000","60291.000000"
"7","'024","Angola","6525","Fuelwood","5852","Energy production","TJ","109684.000000","112242.000000","114858.000000","117530.000000","120000.000000","121171.000000","122052.000000","122727.000000","123311.000000","123974.000000","124816.000000","125867.000000","127062.000000","128344.000000","129622.000000","130853.000000","133249.000000","135657.000000","138070.000000","140504.000000","142948.000000","145400.000000","147844.000000","150256.000000","152600.000000","154892.000000","157116.000000","159460.000000","161604.000000","163722.000000","165838.000000","167045.000000","168632.000000"
"7","'024","Angola","6532","Other vegetal material and residues","5851","Energy consumption","TJ","71294.000000","72957.000000","74657.000000","76395.000000","78000.000000","78761.000000","79334.000000","79773.000000","80152.000000","80583.000000","81130.000000","81813.000000","82590.000000","83424.000000","84255.000000","85055.000000","86612.000000","88177.000000","89745.000000","91327.000000","92916.000000","94510.000000","96099.000000","97667.000000","99191.000000","100681.000000","102127.000000","103650.000000","105044.000000","106421.000000","107797.000000","112666.000000","115000.000000"
"7","'024","Angola","6532","Other vegetal material and residues","5852","Energy production","TJ","71294.000000","72957.000000","74657.000000","76395.000000","78000.000000","78761.000000","79334.000000","79773.000000","80152.000000","80583.000000","81130.000000","81813.000000","82590.000000","83424.000000","84255.000000","85055.000000","86612.000000","88177.000000","89745.000000","91327.000000","92916.000000","94510.000000","96099.000000","97667.000000","99191.000000","100681.000000","102127.000000","103650.000000","105044.000000","106421.000000","107797.000000","112666.000000","115000.000000"
"7","'024","Angola","6527","Total Bioenergy","5851","Energy consumption","TJ","133364.000000","136590.000000","139625.000000","142751.000000","145582.000000","147488.000000","149109.000000","150499.000000","151875.000000","153238.000000","154838.000000","156683.000000","158656.000000","160777.000000","161800.000000","163338.000000","166542.000000","169639.000000","172676.000000","175650.000000","178678.000000","181735.000000","184783.000000","187756.000000","190206.000000","192862.000000","195837.000000","198758.000000","201571.000000","204197.000000","206831.000000","208088.000000","212092.000000"
"7","'024","Angola","6527","Total Bioenergy","5852","Energy production","TJ","181562.000000","185923.000000","190099.000000","194401.000000","198519.000000","200646.000000","202013.000000","203170.000000","204198.000000","205292.000000","206703.000000","208458.000000","210430.000000","212546.000000","214623.000000","216654.000000","220834.000000","224915.000000","228939.000000","232912.000000","236945.000000","241013.000000","245067.000000","249026.000000","252852.000000","256520.000000","260356.000000","264358.000000","268030.000000","271565.000000","275064.000000","281140.000000","285061.000000"
"7","'024","Angola","6529","Solid biofuels","5851","Energy consumption","TJ","133364.000000","136590.000000","139625.000000","142751.000000","145582.000000","147488.000000","149109.000000","150499.000000","151875.000000","153238.000000","154838.000000","156683.000000","158656.000000","160777.000000","161800.000000","163338.000000","166542.000000","169639.000000","172676.000000","175650.000000","178678.000000","181735.000000","184783.000000","187756.000000","190206.000000","192862.000000","195837.000000","198758.000000","201571.000000","204197.000000","206831.000000","208088.000000","212092.000000"
"7","'024","Angola","6529","Solid biofuels","5852","Energy production","TJ","181562.000000","185923.000000","190099.000000","194401.000000","198519.000000","200646.000000","202013.000000","203170.000000","204198.000000","205292.000000","206703.000000","208458.000000","210430.000000","212546.000000","214623.000000","216654.000000","220834.000000","224915.000000","228939.000000","232912.000000","236945.000000","241013.000000","245067.000000","249026.000000","252852.000000","256520.000000","260356.000000","264358.000000","268030.000000","271565.000000","275064.000000","281140.000000","285061.000000"
"258","'660","Anguilla","6525","Fuelwood","5851","Energy consumption","TJ","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000"
"258","'660","Anguilla","6525","Fuelwood","5852","Energy production","TJ","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000"
"258","'660","Anguilla","6527","Total Bioenergy","5851","Energy consumption","TJ","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000"
"258","'660","Anguilla","6527","Total Bioenergy","5852","Energy production","TJ","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000"
"258","'660","Anguilla","6529","Solid biofuels","5851","Energy consumption","TJ","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000"
"258","'660","Anguilla","6529","Solid biofuels","5852","Energy production","TJ","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000","2.000000"
"8","'028","Antigua and Barbuda","6524","Charcoal","5851","Energy consumption","TJ",,,,,,,,,,,,,,,,,,,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"8","'028","Antigua and Barbuda","6525","Fuelwood","5851","Energy consumption","TJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","0.000000","0.000000","0.000000"
"8","'028","Antigua and Barbuda","6527","Total Bioenergy","5851","Energy consumption","TJ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"8","'028","Antigua and Barbuda","6529","Solid biofuels","5851","Energy consumption","TJ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"9","'032","Argentina","170","Bagasse","5851","Energy consumption","TJ","34008.000000","39267.000000","34726.000000","27506.000000","30271.000000","40587.000000","35082.000000","41514.000000","44039.000000","47375.000000","39777.000000","41035.000000","42294.000000","49128.000000","46750.000000","34193.000000","45205.000000","42454.000000","42053.000000","42053.000000","38437.000000","39426.000000","36540.000000","35136.000000","39105.000000","35977.000000","37383.000000","43730.000000","49082.000000","47437.000000","33421.000000","41143.000000","25197.000000"
"9","'032","Argentina","170","Bagasse","5852","Energy production","TJ","34008.000000","39267.000000","34726.000000","27506.000000","30271.000000","40587.000000","35082.000000","41514.000000","44039.000000","47375.000000","39777.000000","41035.000000","42294.000000","49128.000000","46750.000000","39475.000000","51205.000000","42454.000000","42053.000000","42053.000000","38437.000000","40303.000000","40220.000000","40541.000000","44587.000000","41406.000000","42711.000000","49522.000000","54974.000000","53476.000000","49465.000000","56750.000000","47746.000000"
"9","'032","Argentina","6521","Biodiesel","5851","Energy consumption","TJ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","662.000000","662.000000","662.000000","662.000000","1987.000000","20240.000000","29918.000000","33451.000000","32531.000000","35659.000000","37278.000000","38014.000000","43166.000000","40406.000000","39413.000000","18584.000000","16155.000000","26165.000000"
"9","'032","Argentina","6521","Biodiesel","5852","Energy production","TJ","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","662.000000","662.000000","6845.000000","27342.000000","42982.000000","72238.000000","96600.000000","97704.000000","74851.000000","94686.000000","66645.000000","97851.000000","105653.000000","89350.000000","79010.000000","43130.000000","63443.000000","70251.000000"
"9","'032","Argentina","6520","Biogasoline","5851","Energy consumption","TJ",,,,,,,,,,,,,,,,"438.000000","875.000000","1313.000000","1751.000000","2189.000000","2626.000000","3698.000000","5306.000000","10077.000000","14070.000000","17045.000000","19323.000000","22834.000000","22566.000000","22566.000000","29954.000000","21172.000000","23906.000000"
"9","'032","Argentina","6520","Biogasoline","5852","Energy production","TJ",,,,,,,,,,,,,,,,"451.000000","902.000000","1353.000000","1805.000000","2256.000000","2707.000000","3779.000000","5628.000000","10023.000000","14231.000000","17286.000000","18867.000000","23450.000000","23638.000000","22780.000000","30238.000000","21386.000000","24576.000000"
"9","'032","Argentina","6524","Charcoal","5851","Energy consumption","TJ","8673.000000","8673.000000","6313.000000","8850.000000","7965.000000","3452.000000","7050.000000","2390.000000","2684.000000","11918.000000","6313.000000","8880.000000","9027.000000","9352.000000","9882.000000","15517.000000","10620.000000","9794.000000","10797.000000","10797.000000","11534.000000","11210.000000","11977.000000","12950.000000","11387.000000","12331.000000","11770.000000","11977.000000","11918.000000","12124.000000","12002.000000","12179.000000","9499.000000"
"9","'032","Argentina","6524","Charcoal","5852","Energy production","TJ","8673.000000","8673.000000","6962.000000","9470.000000","8526.000000","4425.000000","8673.000000","3953.000000","4248.000000","13010.000000","7611.000000","8880.000000","9027.000000","9352.000000","9882.000000","15517.000000","10620.000000","9794.000000","10797.000000","10797.000000","11534.000000","11210.000000","11977.000000","12950.000000","11387.000000","12331.000000","11770.000000","11977.000000","11918.000000","12124.000000","12002.000000","12154.000000","9499.000000"
"9","'032","Argentina","6525","Fuelwood","5851","Energy consumption","TJ","13977.000000","13977.000000","15456.000000","20983.000000","20736.000000","27085.000000","20746.000000","4449.000000","3499.000000","15941.000000","24436.000000","22536.000000","11413.000000","13878.000000","12079.000000","11062.000000","7007.000000","7736.000000","8466.000000","9195.000000","9925.000000","10654.000000","8868.000000","9346.000000","9039.000000","8763.000000","8750.000000","8960.000000","9598.000000","9618.000000","9202.000000","9026.000000","8954.000000"
"9","'032","Argentina","6525","Fuelwood","5852","Energy production","TJ","27405.000000","27405.000000","26236.000000","35645.000000","33937.000000","33937.000000","34174.000000","10569.000000","10076.000000","36083.000000","36220.000000","36284.000000","29090.000000","33770.000000","33503.000000","49603.000000","38066.000000","38542.000000","26946.000000","26209.000000","26214.000000","36499.000000","32902.000000","37706.000000","36397.000000","38220.000000","34931.000000","34892.000000","32886.000000","42551.000000","42007.000000","41658.000000","51134.000000"
"9","'032","Argentina","6532","Other vegetal material and residues","5851","Energy consumption","TJ",,,,,,,,"9641.000000","19281.000000","28922.000000","38563.000000","48203.000000","57844.000000","59300.000000","20548.000000","22232.000000","25456.000000","25218.000000","13483.000000","14636.000000","7465.000000","9398.000000","11147.000000","11147.000000","11147.000000","11147.000000","11147.000000","11147.000000","11147.000000","11147.000000","11147.000000","11147.000000",
"9","'032","Argentina","6532","Other vegetal material and residues","5852","Energy production","TJ","40375.000000","47025.000000","41488.000000","39938.000000","44062.000000","46897.000000","49731.000000","52566.000000","55400.000000","58235.000000","61069.000000","63904.000000","66738.000000","68740.000000","28428.000000","29391.000000","25456.000000","25330.000000","24922.000000","24922.000000","27997.000000","27586.000000","29978.000000","29978.000000","29978.000000","29978.000000","29978.000000","29978.000000","29978.000000","29978.000000","29978.000000","29978.000000",
"9","'032","Argentina","6527","Total Bioenergy","5851","Energy consumption","TJ","56658.000000","61917.000000","56495.000000","57339.000000","58972.000000","71124.000000","62878.000000","57994.000000","69503.000000","104156.000000","109089.000000","120654.000000","120578.000000","131658.000000","89259.000000","84104.000000","89825.000000","87177.000000","77212.000000","80857.000000","90227.000000","104304.000000","107289.000000","111187.000000","120407.000000","122541.000000","126387.000000","141814.000000","144717.000000","142305.000000","114310.000000","110822.000000","93721.000000"
"9","'032","Argentina","6527","Total Bioenergy","5852","Energy production","TJ","101788.000000","113697.000000","102450.000000","103089.000000","108270.000000","121421.000000","118987.000000","104649.000000","109515.000000","141693.000000","137066.000000","141223.000000","138122.000000","151638.000000","108681.000000","119582.000000","116291.000000","114524.000000","123068.000000","138422.000000","167593.000000","204767.000000","206432.000000","193099.000000","219879.000000","193535.000000","224338.000000","243495.000000","230826.000000","227795.000000","194818.000000","213215.000000","193707.000000"
