Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F
"3","'008","Albania","6524","Charcoal","5852","Energy production","TJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"206.000000","E","88.000000","E","44.000000","E","59.000000","E","103.000000","E","133.000000","E","148.000000","E"
"3","'008","Albania","6525","Fuelwood","5851","Energy consumption","TJ","14214.000000","E","14214.000000","E","14209.000000","E","4915.000000","E","3156.000000","E","3156.000000","E","3156.000000","E","3165.000000","E","116.000000","E","1589.000000","E","2960.000000","E","1698.000000","E","10715.000000","E","8285.000000","E","9756.000000","E","9628.000000","E","9628.000000","E","8998.000000","E","8998.000000","E","8914.000000","E","8579.000000","E","8705.000000","E","8642.000000","E","8433.000000","E","8161.000000","E","8555.000000","E","7343.000000","E","6600.000000","E","6463.000000","E","6369.000000","E","6386.000000","E","5785.000000","E","5836.000000","E"
"3","'008","Albania","6525","Fuelwood","5852","Energy production","TJ","14214.000000","E","14214.000000","E","14214.000000","E","4915.000000","E","3156.000000","E","3156.000000","E","3156.000000","E","3156.000000","E","116.000000","E","1589.000000","E","2960.000000","E","1705.000000","E","10715.000000","E","8285.000000","E","9756.000000","E","9628.000000","E","9628.000000","E","8998.000000","E","8998.000000","E","8788.000000","E","8578.000000","E","8706.000000","E","8642.000000","E","8433.000000","E","8161.000000","E","8960.000000","E","7787.000000","E","6959.000000","E","6710.000000","E","6627.000000","E","6420.000000","E","6006.000000","E","6089.000000","E"
"3","'008","Albania","6527","Total Bioenergy","5851","Energy consumption","TJ","14214.000000","E","14214.000000","E","14209.000000","E","4915.000000","E","3156.000000","E","3156.000000","E","3156.000000","E","3165.000000","E","116.000000","E","1589.000000","E","2960.000000","E","1698.000000","E","10715.000000","E","8285.000000","E","9756.000000","E","9628.000000","E","9628.000000","E","8998.000000","E","8998.000000","E","9092.000000","E","8935.000000","E","9239.000000","E","9353.000000","E","9322.000000","E","9228.000000","E","9806.000000","E","10935.000000","E","9982.000000","E","11137.000000","E","11241.000000","E","10537.000000","E","10334.000000","E","10032.000000","E"
"3","'008","Albania","6527","Total Bioenergy","5852","Energy production","TJ","14214.000000","E","14214.000000","E","14214.000000","E","4915.000000","E","3156.000000","E","3156.000000","E","3156.000000","E","3156.000000","E","116.000000","E","1589.000000","E","2960.000000","E","1705.000000","E","10715.000000","E","8285.000000","E","9756.000000","E","9628.000000","E","9628.000000","E","8998.000000","E","8998.000000","E","8788.000000","E","8578.000000","E","8706.000000","E","8642.000000","E","8433.000000","E","8161.000000","E","8960.000000","E","7787.000000","E","6959.000000","E","6710.000000","E","6627.000000","E","6420.000000","E","6006.000000","E","6089.000000","E"
"3","'008","Albania","6529","Solid biofuels","5851","Energy consumption","TJ","14214.000000","E","14214.000000","E","14209.000000","E","4915.000000","E","3156.000000","E","3156.000000","E","3156.000000","E","3165.000000","E","116.000000","E","1589.000000","E","2960.000000","E","1698.000000","E","10715.000000","E","8285.000000","E","9756.000000","E","9628.000000","E","9628.000000","E","8998.000000","E","8998.000000","E","8914.000000","E","8579.000000","E","8705.000000","E","8642.000000","E","8433.000000","E","8161.000000","E","8555.000000","E","7549.000000","E","6748.000000","E","6537.000000","E","6457.000000","E","6489.000000","E","5918.000000","E","5984.000000","E"
"3","'008","Albania","6529","Solid biofuels","5852","Energy production","TJ","14214.000000","E","14214.000000","E","14214.000000","E","4915.000000","E","3156.000000","E","3156.000000","E","3156.000000","E","3156.000000","E","116.000000","E","1589.000000","E","2960.000000","E","1705.000000","E","10715.000000","E","8285.000000","E","9756.000000","E","9628.000000","E","9628.000000","E","8998.000000","E","8998.000000","E","8788.000000","E","8578.000000","E","8706.000000","E","8642.000000","E","8433.000000","E","8161.000000","E","8960.000000","E","7787.000000","E","6959.000000","E","6710.000000","E","6627.000000","E","6420.000000","E","6006.000000","E","6089.000000","E"
"3","'008","Albania","6528","Liquid biofuels","5851","Energy consumption","TJ","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","178.000000","E","356.000000","E","534.000000","E","711.000000","E","889.000000","E","1067.000000","E","1251.000000","E","3386.000000","E","3234.000000","E","4600.000000","E","4784.000000","E","4048.000000","E","4416.000000","E","4048.000000","E"
"4","'012","Algeria","6525","Fuelwood","5851","Energy consumption","TJ","440.000000","E","850.000000","E","938.000000","E","1583.000000","E","1583.000000","E","1583.000000","E","1583.000000","E","2110.000000","E","2242.000000","E","2242.000000","E","2242.000000","E","2242.000000","E","3019.000000","E","2462.000000","E","2462.000000","E","2989.000000","E","2699.000000","E","2989.000000","E","1949.000000","E","2246.000000","E","2169.000000","E","674.000000","E","652.000000","E","918.000000","E","251.000000","E","283.000000","E","283.000000","E","484.000000","E","1032.000000","E","521.000000","E","493.000000","E","121.000000","E","115.000000","E"
"4","'012","Algeria","6525","Fuelwood","5852","Energy production","TJ","440.000000","E","850.000000","E","938.000000","E","1583.000000","E","1583.000000","E","1583.000000","E","1583.000000","E","2110.000000","E","2242.000000","E","2242.000000","E","2242.000000","E","2242.000000","E","3019.000000","E","2462.000000","E","2462.000000","E","2989.000000","E","2699.000000","E","2989.000000","E","1949.000000","E","2246.000000","E","2169.000000","E","674.000000","E","652.000000","E","918.000000","E","251.000000","E","292.000000","E","283.000000","E","484.000000","E","1032.000000","E","484.000000","E","475.000000","E","119.000000","E","114.000000","E"
"4","'012","Algeria","6527","Total Bioenergy","5851","Energy consumption","TJ","440.000000","E","850.000000","E","938.000000","E","1583.000000","E","1583.000000","E","1583.000000","E","1583.000000","E","2110.000000","E","2242.000000","E","2242.000000","E","2242.000000","E","2242.000000","E","3019.000000","E","2462.000000","E","2462.000000","E","2989.000000","E","2699.000000","E","2989.000000","E","1949.000000","E","2246.000000","E","2169.000000","E","674.000000","E","652.000000","E","918.000000","E","251.000000","E","283.000000","E","283.000000","E","484.000000","E","1032.000000","E","521.000000","E","493.000000","E","121.000000","E","115.000000","E"
"4","'012","Algeria","6527","Total Bioenergy","5852","Energy production","TJ","440.000000","E","850.000000","E","938.000000","E","1583.000000","E","1583.000000","E","1583.000000","E","1583.000000","E","2110.000000","E","2242.000000","E","2242.000000","E","2242.000000","E","2242.000000","E","3019.000000","E","2462.000000","E","2462.000000","E","2989.000000","E","2699.000000","E","2989.000000","E","1949.000000","E","2246.000000","E","2169.000000","E","674.000000","E","652.000000","E","918.000000","E","251.000000","E","292.000000","E","283.000000","E","484.000000","E","1032.000000","E","484.000000","E","475.000000","E","119.000000","E","114.000000","E"
"4","'012","Algeria","6529","Solid biofuels","5851","Energy consumption","TJ","440.000000","E","850.000000","E","938.000000","E","1583.000000","E","1583.000000","E","1583.000000","E","1583.000000","E","2110.000000","E","2242.000000","E","2242.000000","E","2242.000000","E","2242.000000","E","3019.000000","E","2462.000000","E","2462.000000","E","2989.000000","E","2699.000000","E","2989.000000","E","1949.000000","E","2246.000000","E","2169.000000","E","674.000000","E","652.000000","E","918.000000","E","251.000000","E","283.000000","E","283.000000","E","484.000000","E","1032.000000","E","521.000000","E","493.000000","E","121.000000","E","115.000000","E"
"4","'012","Algeria","6529","Solid biofuels","5852","Energy production","TJ","440.000000","E","850.000000","E","938.000000","E","1583.000000","E","1583.000000","E","1583.000000","E","1583.000000","E","2110.000000","E","2242.000000","E","2242.000000","E","2242.000000","E","2242.000000","E","3019.000000","E","2462.000000","E","2462.000000","E","2989.000000","E","2699.000000","E","2989.000000","E","1949.000000","E","2246.000000","E","2169.000000","E","674.000000","E","652.000000","E","918.000000","E","251.000000","E","292.000000","E","283.000000","E","484.000000","E","1032.000000","E","484.000000","E","475.000000","E","119.000000","E","114.000000","E"
"6","'020","Andorra","6524","Charcoal","5851","Energy consumption","TJ","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","1.000000","E","7.000000","E","5.000000","E","5.000000","E","5.000000","E"
"6","'020","Andorra","6525","Fuelwood","5851","Energy consumption","TJ","18.000000","E","18.000000","E","21.000000","E","16.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","22.000000","E","28.000000","E","31.000000","E","31.000000","E","31.000000","E","31.000000","E","31.000000","E"
"6","'020","Andorra","6527","Total Bioenergy","5851","Energy consumption","TJ","19.000000","E","19.000000","E","22.000000","E","17.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","29.000000","E","32.000000","E","38.000000","E","36.000000","E","36.000000","E","36.000000","E"
"6","'020","Andorra","6529","Solid biofuels","5851","Energy consumption","TJ","19.000000","E","19.000000","E","22.000000","E","17.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","23.000000","E","29.000000","E","32.000000","E","38.000000","E","36.000000","E","36.000000","E","36.000000","E"
"7","'024","Angola","170","Bagasse","5851","Energy consumption","TJ","584.000000","E","724.000000","E","584.000000","E","476.000000","E","519.000000","E","714.000000","E","627.000000","E","670.000000","E","735.000000","E","735.000000","E","757.000000","E","778.000000","E","778.000000","E","778.000000","E","746.000000","E","746.000000","E","973.000000","E","1081.000000","E","1124.000000","E","1081.000000","E","1081.000000","E","1103.000000","E","1124.000000","E","1103.000000","E","629.000000","E","445.000000","E","650.000000","E","707.000000","E","803.000000","E","804.000000","E","811.000000","E","811.000000","E","811.000000","E"
"7","'024","Angola","170","Bagasse","5852","Energy production","TJ","584.000000","E","724.000000","E","584.000000","E","476.000000","E","519.000000","E","714.000000","E","627.000000","E","670.000000","E","735.000000","E","735.000000","E","757.000000","E","778.000000","E","778.000000","E","778.000000","E","746.000000","E","746.000000","E","973.000000","E","1081.000000","E","1124.000000","E","1081.000000","E","1081.000000","E","1103.000000","E","1124.000000","E","1103.000000","E","1061.000000","E","947.000000","E","1113.000000","E","1248.000000","E","1382.000000","E","1422.000000","E","1429.000000","E","1429.000000","E","1429.000000","E"
"7","'024","Angola","6524","Charcoal","5851","Energy consumption","TJ","19440.000000","E","19883.000000","E","20355.000000","E","20827.000000","E","21063.000000","E","21564.000000","E","22361.000000","E","23010.000000","E","23718.000000","E","24396.000000","E","25104.000000","E","25842.000000","E","26580.000000","E","27376.000000","E","27110.000000","E","27376.000000","E","27878.000000","E","28379.000000","E","28880.000000","E","29382.000000","E","29884.000000","E","30385.000000","E","30886.000000","E","31388.000000","E","31890.000000","E","32362.000000","E","32834.000000","E","33276.000000","E","33778.000000","E","34214.000000","E","34662.000000","E","35840.000000","E","35990.000000","E"
"7","'024","Angola","6524","Charcoal","5852","Energy production","TJ","19440.000000","E","19883.000000","E","20355.000000","E","20827.000000","E","21063.000000","E","21564.000000","E","22361.000000","E","23010.000000","E","23718.000000","E","24396.000000","E","25104.000000","E","25842.000000","E","26580.000000","E","27376.000000","E","27110.000000","E","27376.000000","E","27878.000000","E","28379.000000","E","28880.000000","E","29382.000000","E","29884.000000","E","30385.000000","E","30886.000000","E","31388.000000","E","31890.000000","E","32362.000000","E","32834.000000","E","33276.000000","E","33778.000000","E","34214.000000","E","34662.000000","E","35840.000000","E","35990.000000","E"
"7","'024","Angola","6525","Fuelwood","5851","Energy consumption","TJ","42046.000000","E","43026.000000","E","44029.000000","E","45053.000000","E","46000.000000","E","46449.000000","E","46787.000000","E","47046.000000","E","47270.000000","E","47524.000000","E","47847.000000","E","48250.000000","E","48708.000000","E","49199.000000","E","49689.000000","E","50161.000000","E","51079.000000","E","52002.000000","E","52927.000000","E","53860.000000","E","54797.000000","E","55737.000000","E","56674.000000","E","57598.000000","E","58496.000000","E","59374.000000","E","60226.000000","E","61125.000000","E","61946.000000","E","62758.000000","E","63561.000000","E","58771.000000","E","60291.000000","E"
"7","'024","Angola","6525","Fuelwood","5852","Energy production","TJ","109684.000000","E","112242.000000","E","114858.000000","E","117530.000000","E","120000.000000","E","121171.000000","E","122052.000000","E","122727.000000","E","123311.000000","E","123974.000000","E","124816.000000","E","125867.000000","E","127062.000000","E","128344.000000","E","129622.000000","E","130853.000000","E","133249.000000","E","135657.000000","E","138070.000000","E","140504.000000","E","142948.000000","E","145400.000000","E","147844.000000","E","150256.000000","E","152600.000000","E","154892.000000","E","157116.000000","E","159460.000000","E","161604.000000","E","163722.000000","E","165838.000000","E","167045.000000","E","168632.000000","E"
"7","'024","Angola","6532","Other vegetal material and residues","5851","Energy consumption","TJ","71294.000000","E","72957.000000","E","74657.000000","E","76395.000000","E","78000.000000","E","78761.000000","E","79334.000000","E","79773.000000","E","80152.000000","E","80583.000000","E","81130.000000","E","81813.000000","E","82590.000000","E","83424.000000","E","84255.000000","E","85055.000000","E","86612.000000","E","88177.000000","E","89745.000000","E","91327.000000","E","92916.000000","E","94510.000000","E","96099.000000","E","97667.000000","E","99191.000000","E","100681.000000","E","102127.000000","E","103650.000000","E","105044.000000","E","106421.000000","E","107797.000000","E","112666.000000","E","115000.000000","E"
"7","'024","Angola","6532","Other vegetal material and residues","5852","Energy production","TJ","71294.000000","E","72957.000000","E","74657.000000","E","76395.000000","E","78000.000000","E","78761.000000","E","79334.000000","E","79773.000000","E","80152.000000","E","80583.000000","E","81130.000000","E","81813.000000","E","82590.000000","E","83424.000000","E","84255.000000","E","85055.000000","E","86612.000000","E","88177.000000","E","89745.000000","E","91327.000000","E","92916.000000","E","94510.000000","E","96099.000000","E","97667.000000","E","99191.000000","E","100681.000000","E","102127.000000","E","103650.000000","E","105044.000000","E","106421.000000","E","107797.000000","E","112666.000000","E","115000.000000","E"
"7","'024","Angola","6527","Total Bioenergy","5851","Energy consumption","TJ","133364.000000","E","136590.000000","E","139625.000000","E","142751.000000","E","145582.000000","E","147488.000000","E","149109.000000","E","150499.000000","E","151875.000000","E","153238.000000","E","154838.000000","E","156683.000000","E","158656.000000","E","160777.000000","E","161800.000000","E","163338.000000","E","166542.000000","E","169639.000000","E","172676.000000","E","175650.000000","E","178678.000000","E","181735.000000","E","184783.000000","E","187756.000000","E","190206.000000","E","192862.000000","E","195837.000000","E","198758.000000","E","201571.000000","E","204197.000000","E","206831.000000","E","208088.000000","E","212092.000000","E"
"7","'024","Angola","6527","Total Bioenergy","5852","Energy production","TJ","181562.000000","E","185923.000000","E","190099.000000","E","194401.000000","E","198519.000000","E","200646.000000","E","202013.000000","E","203170.000000","E","204198.000000","E","205292.000000","E","206703.000000","E","208458.000000","E","210430.000000","E","212546.000000","E","214623.000000","E","216654.000000","E","220834.000000","E","224915.000000","E","228939.000000","E","232912.000000","E","236945.000000","E","241013.000000","E","245067.000000","E","249026.000000","E","252852.000000","E","256520.000000","E","260356.000000","E","264358.000000","E","268030.000000","E","271565.000000","E","275064.000000","E","281140.000000","E","285061.000000","E"
"7","'024","Angola","6529","Solid biofuels","5851","Energy consumption","TJ","133364.000000","E","136590.000000","E","139625.000000","E","142751.000000","E","145582.000000","E","147488.000000","E","149109.000000","E","150499.000000","E","151875.000000","E","153238.000000","E","154838.000000","E","156683.000000","E","158656.000000","E","160777.000000","E","161800.000000","E","163338.000000","E","166542.000000","E","169639.000000","E","172676.000000","E","175650.000000","E","178678.000000","E","181735.000000","E","184783.000000","E","187756.000000","E","190206.000000","E","192862.000000","E","195837.000000","E","198758.000000","E","201571.000000","E","204197.000000","E","206831.000000","E","208088.000000","E","212092.000000","E"
"7","'024","Angola","6529","Solid biofuels","5852","Energy production","TJ","181562.000000","E","185923.000000","E","190099.000000","E","194401.000000","E","198519.000000","E","200646.000000","E","202013.000000","E","203170.000000","E","204198.000000","E","205292.000000","E","206703.000000","E","208458.000000","E","210430.000000","E","212546.000000","E","214623.000000","E","216654.000000","E","220834.000000","E","224915.000000","E","228939.000000","E","232912.000000","E","236945.000000","E","241013.000000","E","245067.000000","E","249026.000000","E","252852.000000","E","256520.000000","E","260356.000000","E","264358.000000","E","268030.000000","E","271565.000000","E","275064.000000","E","281140.000000","E","285061.000000","E"
"258","'660","Anguilla","6525","Fuelwood","5851","Energy consumption","TJ","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E"
"258","'660","Anguilla","6525","Fuelwood","5852","Energy production","TJ","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E"
"258","'660","Anguilla","6527","Total Bioenergy","5851","Energy consumption","TJ","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E"
"258","'660","Anguilla","6527","Total Bioenergy","5852","Energy production","TJ","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E"
"258","'660","Anguilla","6529","Solid biofuels","5851","Energy consumption","TJ","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E"
"258","'660","Anguilla","6529","Solid biofuels","5852","Energy production","TJ","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E","2.000000","E"
"8","'028","Antigua and Barbuda","6524","Charcoal","5851","Energy consumption","TJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E"
"8","'028","Antigua and Barbuda","6525","Fuelwood","5851","Energy consumption","TJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","E","0.000000","E","0.000000","E","0.000000","E"
